,properIngredients,cuisine,pred_cuisine,check
26969,green chile seasoning salt diced tomatoes ham small red beans hot pepper sauce white rice andouille sausage olive oil paprika onion aleppo pepper cooked chicken garlic,cajun_creole,cajun_creole,True
39029,olive oil lemon cajun seasoning center cut pork chops self rising flour fresh parsley yellow corn meal butter,cajun_creole,southern_us,False
2902,fontina cheese mushroom dry bread crumbs large eggs butter dried oregano minced onion prepared pasta sauce lean beef french bread garlic,italian,italian,True
32121,water curry basmati rice floret firm tofu cauliflower diced tomatoes juice olive oil yellow onion,indian,indian,True
29969,olive oil pasta sauce fresh parsley fresh basil salt pepper onion,italian,italian,True
31562,minced garlic zucchini button mushrooms baby spinach leaves salt and ground black pepper ricotta cheese italian seasoning pasta sauce olive oil ziti baby carrots Italian cheese mushroom caps diced tomatoes,italian,italian,True
25210,focaccia freshly grated parmesan low moisture mozzarella tomato sauce pepperoni butter,italian,italian,True
17618,chicken stock soy sauce paprika roasted peanuts ground white pepper fish sauce spring onions cayenne pepper shrimp chilli egg thai noodles garlic oil beansprouts brown sugar lime wedges tamarind paste corn starch chicken thighs,thai,thai,True
1169,condensed milk hot water coffee,vietnamese,brazilian,False
17403,vegetable oil ground coriander tomato cayenne pepper chopped cilantro fresh eggplant sweet paprika ground cumin ginger onion,indian,moroccan,False
27047,dried thyme green peas egg yolks all purpose flour potato shoulder roast white onion mushroom carrot,french,irish,False
17344,chicken stock green onions beansprouts fresh ginger root garlic lemon grass Chinese egg noodles fish sauce cooked chicken bok choy,vietnamese,vietnamese,True
39011,tomato seasoned bread crumbs basil mayonnaise hamburger buns garlic powder salt lettuce ground chuck large eggs hot sauce vegetable oil cooking spray pepper onion powder,italian,southern_us,False
16355,tomato paste pepper salt onion sugar cheese oil tomato sauce hot dogs beef broth spaghetti ketchup garlic ground beef,filipino,italian,False
28278,pork tenderloin cabbage soy sauce carrot chicken broth garlic canton noodles onion,filipino,filipino,True
10192,stilton cream cheese  soften green peppercorns medium dry sherry,british,british,True
5481,haricots verts sea salt fresh chives greek yogurt granny smith apples fine sea salt avocado French mustard lobster meat,french,french,True
4545,soy sauce large garlic cloves dark brown sugar hoisin sauce cayenne pepper honey dry sherry chinese five spice powder sesame oil duck,chinese,chinese,True
6573,turnip flanken short ribs large garlic cloves beet chopped parsley cabbage water lemon butter oil sour cream celery root parsnip potato dill carrot broth tomato paste ground black pepper coarse sea salt allspice berries onion,russian,russian,True
1398,olive oil basil fresh mushrooms italian seasoning pepper diced tomatoes rice oregano cream of chicken soup garlic sour cream chicken breasts salt onion,italian,italian,True
33317,pepper unsalted butter chopped fresh thyme grit andouille sausage olive oil shallot freshly ground pepper jumbo shrimp chopped tomatoes coarse salt lemon juice shrimp stock minced garlic chopped fresh chives creole seasoning fresh chervil,cajun_creole,cajun_creole,True
25909,active dry yeast crushed red pepper flakes sausage warm water granulated sugar salt whole wheat flour extra virgin olive oil bread flour pepper pizza sauce shredded mozzarella cheese,italian,italian,True
8972,olive oil salt red chili peppers bay leaves dried oregano dried thyme paprika black eyed peas garlic cloves,southern_us,southern_us,True
28164,boneless chicken skinless thigh Knorr  Pasta Sides    Chicken flavor cumin nonfat plain greek yogurt red bell pepper olive oil lemon juice chili powder onion,indian,greek,False
24278,soy sauce pork tenderloin honey chinese five spice powder minced garlic dry sherry hoisin sauce,chinese,chinese,True
37950,fresh cilantro green onions corn tortillas whitefish fillets olive oil salt tomato lime lime wedges pepper egg yolks creole seasoning,mexican,mexican,True
22388,chili powder ground coriander ground turmeric ground nutmeg vegetable oil onion garlic paste chile pepper chopped cilantro garam masala salt boneless skinless chicken breast halves,indian,indian,True
37959,chicken bouillon granules chopped cilantro fresh salt water long grain white rice fresh lime juice,mexican,mexican,True
9681,soy sauce sesame oil minced garlic dark brown sugar ketchup Gochujang base fresh ginger,korean,korean,True
1968,lean ground beef onion chili sharp cheddar cheese chili powder corn tortillas chili beans stewed tomatoes,mexican,mexican,True
2331,fresh cilantro serrano chicken thighs tomato paste peeled fresh ginger oil chopped garlic garam masala cumin seed ground turmeric water salt onion,indian,indian,True
29241,ground ginger garlic powder vegetable oil chicken pieces ground cloves ground red pepper ground coriander ground cumin plain yogurt lime wedges fresh lime juice ground cinnamon jalapeno chilies salt ground turmeric,indian,indian,True
38567,egg baking powder salt milk butter chopped pecans brown sugar vegetable oil all purpose flour peach vanilla extract,southern_us,southern_us,True
21276,green pepper red beans onion water sausage rice,cajun_creole,cajun_creole,True
2755,pepper salt dried oregano tomato paste dried basil onion green bell pepper olive oil white sugar chicken bouillon granules crushed tomatoes poultry seasoning chopped garlic,italian,italian,True
34741,dried thyme whole milk all purpose flour large eggs butter grated Gruy re cheese ground black pepper chili powder cayenne pepper milk grated parmesan cheese salt pepperoni,french,french,True
30382,kosher salt worcestershire sauce yellow onion celery green bell pepper ground black pepper all purpose flour turkey meat chicken stock olive oil garlic cayenne pepper canola oil andouille sausage fresh thyme leaves hot sauce red bell pepper,southern_us,cajun_creole,False
25100,brown sugar cayenne pepper lime allspice kosher salt whole chicken cinnamon,jamaican,jamaican,True
22391,water dried apricot cinnamon sticks slivered almonds fresh ginger lemon onion olive oil chicken breasts chopped cilantro white wine ground pepper sea salt,moroccan,moroccan,True
7432,light molasses salt high fructose corn syrup pepper onion powder dark brown sugar ground ginger soda orange juice grated lemon peel garlic powder worcestershire sauce lemon juice,southern_us,southern_us,True
15779,back bacon garlic dark soy sauce vegetable oil chicken legs water oyster sauce soy sauce white rice,chinese,chinese,True
18087,dried basil garlic tomato sauce ground black pepper dried oregano water lean ground beef tomato paste onion soup mix salt,italian,italian,True
12172,powdered sugar large egg yolks salt heavy whipping cream sugar large eggs apricot preserves ground cinnamon ground cloves blanched hazelnuts greek yogurt grated orange peel unsalted butter all purpose flour unsweetened cocoa powder,russian,french,False
23634,cilantro leaves lemon juice sweet potatoes cumin seed green chilies chaat masala chili powder rock salt,indian,indian,True
37659,chili powder cumin salt chicken pepper salsa shredded Monterey Jack cheese flour tortillas cream cheese,mexican,mexican,True
20579,slivered almonds poppy seeds mustard powder apple cider vinegar purple onion white sugar vegetable oil salt mandarin orange segments bacon torn romain lettuc leav,chinese,southern_us,False
9458,ground black pepper leg quarters chopped garlic fat free less sodium chicken broth chopped celery carrot cremini mushrooms chopped fresh thyme yellow onion applewood smoked bacon black eyed peas salt flat leaf parsley,french,southern_us,False
20938,parmigiano reggiano cheese salt penne    low fat milk marinara sauce flat leaf parsley vodka crushed red pepper,italian,italian,True
37259,refried beans shredded Monterey Jack cheese lean ground beef taco seasoning mix salsa,mexican,mexican,True
5305,large eggs scallion kosher salt heavy cream manchego cheese extra virgin olive oil white onion potato smoked paprika,spanish,spanish,True
24425,pecorino romano cheese grape tomatoes sweet italian sausage red pepper flakes dried pasta,italian,italian,True
10276,mayonaise jalapeno chilies cream cheese garlic powder onion powder black pepper pimento ground cayenne pepper shredded extra sharp cheddar cheese salt,southern_us,southern_us,True
27674,garlic powder cumin milk butter American cheese onion powder chopped green chilies cayenne pepper,mexican,mexican,True
13180,tomato paste ground black pepper salt fresh parsley canned low sodium chicken broth garlic ham chicken thighs green bell pepper chicken drumsticks rice onion olive oil canned tomatoes red bell pepper,mexican,brazilian,False
12007,tumeric sweet potatoes lamb shoulder freshly ground pepper ground cumin soft goat s cheese unsalted butter extra virgin olive oil ground allspice onion water baby spinach salt garlic cloves milk paprika all purpose flour carrot,irish,moroccan,False
10999,buttermilk green tomatoes all purpose flour vegetable oil self rising cornmeal pepper salt,southern_us,southern_us,True
2946,olive oil chees fresh mozzarella warm water cooking spray bread flour kosher salt pizza sauce yellow corn meal dry yeast fresh basil leaves,italian,italian,True
7154,pepper vegetable oil egg mushroom beansprouts water chestnuts green pepper soy sauce green onions celery,chinese,chinese,True
10743,chopped celery corned beef water onion carrot gold potatoes cabbage,irish,irish,True
18446,methi leaves coriander powder paneer oil water green peas cilantro leaves ground turmeric pepper yoghurt salt onion garam masala garlic green chilies ground cumin,indian,indian,True
26293,soy sauce garlic cloves ground black pepper onion olive oil Thai fish sauce white vinegar bay leaves chicken thighs,filipino,filipino,True
18624,olive oil butter grated lemon peel dry white wine low salt chicken broth arborio rice shallot fresh parsley grated parmesan cheese fresh lemon juice,italian,italian,True
20599,olive oil red wine vinegar purple onion fresh mint pinenuts grated parmesan cheese part skim ricotta cheese fresh parsley leaves large eggs garlic mixed greens ground black pepper red pepper flakes salt fresh basil leaves,italian,italian,True
2062,white onion vegetable oil sour cream refried beans salt lime cilantro corn tortillas avocado roma tomatoes shredded mozzarella cheese,mexican,mexican,True
31464,unsalted butter lard kosher salt all purpose unbleached flour cream of tartar baking powder baking soda buttermilk,southern_us,southern_us,True
15495,unsalted butter cake flour sugar all purpose unbleached flour baking powder salt baking soda buttermilk,southern_us,southern_us,True
33589,Philadelphia Cream Cheese powdered sugar oil wonton wrappers crab meat salt,chinese,chinese,True
6162,unsalted butter freshly ground pepper caper extra virgin olive oil flat leaf parsley fillet red snapper salt shallot lemon juice,french,french,True
37982,broccolini camembert baked ham large egg yolks heavy cream,french,french,True
13457,lower sodium beef broth apricot halves ground coriander couscous slivered almonds ground black pepper grated lemon zest leg of lamb ground cumin diced onions honey salt fresh lemon juice fresh parsley minced garlic peeled fresh ginger orange juice cinnamon sticks,moroccan,moroccan,True
27551,olive oil salt chorizo sausage chicken stock baking powder cornmeal corn husks frozen corn chipotle chile vegetable shortening adobo sauce,mexican,mexican,True
34599,chile powder salt ground cinnamon chocolate chips sugar pure vanilla extract whole milk,mexican,mexican,True
219,shortening butter honey salt milk buttermilk egg baking powder all purpose flour,southern_us,southern_us,True
17008,cachaca simple syrup strawberry lime wedges,brazilian,brazilian,True
11335,ground black pepper olive oil Italian seasoned breadcrumbs salt garlic powder bone in chicken thighs,italian,italian,True
36083,brown sugar chili sauce olive oil pepper brussels sprouts salt,thai,italian,False
12596,boneless chicken breast coconut milk sugar vegetable oil fish sauce zucchini thai green curry paste soy sauce cuttlefish balls,thai,thai,True
20827,mozzarella cheese sweet italian sausage ground lamb garlic italian seasoning parmigiano reggiano cheese provolone cheese tomato sauce crushed red pepper rigatoni,irish,italian,False
18894,salt Mexican oregano garlic water dried red chile peppers,mexican,mexican,True
9922,Southern Comfort Liqueur orange juice ground cinnamon butter light brown sugar sweet potatoes chopped pecans egg salt,southern_us,southern_us,True
35441,water red pepper flakes corn starch green onions round steaks sesame seeds garlic white sugar soy sauce vegetable oil carrot,chinese,korean,False
28297,marinara sauce juice vodka crushed red pepper fresh basil diced tomatoes chicken grated parmesan cheese penne pasta,italian,italian,True
34155,ground chuck ground black pepper mortadella caper kosher salt extra virgin olive oil giardiniera pepperoni slices red wine vinegar provolone cheese burger buns capicola black olives,cajun_creole,italian,False
33410,dried basil dried oregano pizza crust fresh parmesan cheese minced garlic cooking spray olive oil,italian,italian,True
9299,saffron threads vegetable oil cardamom pods onion bay leaves raw cashews lemon juice basmati rice chili powder salt cinnamon sticks raita minced garlic deveined shrimp cumin seed plain whole milk yogurt,indian,indian,True
13440,garlic cloves tomato chopped cilantro chipotles in adobo white onion,mexican,mexican,True
6767,Thai fish sauce thai green curry paste sugar coconut milk lime wedges fillet cooked rice red bell pepper fresh basil leaves,thai,thai,True
13314,black pepper raisin onion brown sugar lamb stew meat all purpose flour chicken stock curry powder salt granny smith apples butter lemon juice,indian,irish,False
35270,Emmenthal grated Gruy re cheese baguette heavy cream chicken broth pumpkin olive oil grated nutmeg,french,french,True
38745,fish sauce carrot chicken thighs curry powder coconut milk fresh pineapple chicken stock chopped green bell pepper curry paste brown sugar corn starch frozen peas,thai,thai,True
31756,olive oil cayenne pepper chopped cilantro fresh swordfish steaks large garlic cloves garlic cloves caraway seeds lime wedges ground coriander nonfat yogurt chopped onion,moroccan,indian,False
23377,garlic cloves chicken thighs olive oil fresh parsley chicken broth red bell pepper hot cherry pepper dry white wine onion,italian,spanish,False
27788,olive oil garlic turkey breast cutlets ground black pepper arugula penne balsamic vinegar sun dried tomatoes salt,italian,italian,True
7010,minced garlic salt smoked bacon white sugar water pinto beans finely chopped onion,mexican,southern_us,False
783,tomato black pepper tortilla Mexican oregano cheese smoked paprika lettuce warm water olive oil flour red pepper salt chipotle chile powder brown sugar black beans zucchini onion powder purple onion sour cream avocado cooked brown rice garlic powder baking powder sea salt salsa ground cumin,mexican,mexican,True
30432,parsley spaghetti squash garlic butter parmesan cheese salt,italian,italian,True
15663,butter water sweet rice flour fine sea salt large eggs,french,japanese,False
11609,tomato paste shallot extra virgin olive oil sage leaves chicken breast halves dry red wine coarse ground mustard cracked black pepper fat minced garlic fresh thyme leaves salt,french,italian,False
9620,salt pinenuts extra virgin olive oil fresh basil garlic cloves,italian,italian,True
8040,ground black pepper fresh parsley bread crumbs garlic grated parmesan cheese spaghetti olive oil anchovy fillets,italian,italian,True
10651,port wine fresh ginger red wine vinegar salt basmati rice water dry white wine large garlic cloves peanut oil pepper green onions butter hot sauce curry powder baby spinach whipping cream shrimp,indian,indian,True
30556,flour italian seasoning egg plain breadcrumbs ravioli water garlic salt,italian,italian,True
36922,syrup olive oil vegetable broth garlic cloves guajillo chiles zucchini yellow onion ground cumin warm water hominy salt dried oregano lime tempeh cacao powder,mexican,mexican,True
28402,muscadine grapes boiling water chambord red raspberries granulated sugar vodka navel oranges,southern_us,french,False
23357,olive oil salt chicken stock shallot sausage unsalted butter freshly ground pepper water red wine,french,french,True
20400,egg ricotta cheese white sugar double crust pie pastry candied lemon peel candied orange peel vanilla extract ground cinnamon milk cooked white rice,italian,italian,True
22269,egg bread flour milk sugar plain flour honey,japanese,british,False
27486,marinara sauce flat leaf parsley baguette extra virgin olive oil pecorino romano cheese unsalted butter garlic,italian,italian,True
33342,tomato paste flour dry sherry salt shrimp onion shrimp stock pepper butter tomatoes with juice lemon juice celery brandy dry white wine paprika oil thyme arborio rice water heavy cream garlic carrot bay leaf,cajun_creole,spanish,False
36746,honey cr me fra che tuna crushed tomatoes leek chinese five spice powder olive oil penne pasta onion light soy sauce worcestershire sauce carrot,chinese,italian,False
18888,corn garlic flour fat zucchini salt pepper lime wedges chopped cilantro fresh,mexican,mexican,True
993,egg fresh cilantro salt warm water vegetable oil sugar active dry yeast all purpose flour plain yogurt garlic,indian,indian,True
8265,nutmeg garlic powder green cardamom clove mace red food coloring cumin seed black peppercorns cinnamon brown cardamom ground ginger coriander seeds salt methi,indian,indian,True
4767,yellow corn meal large eggs baking soda salt low fat buttermilk all purpose flour sugar butter,southern_us,southern_us,True
21288,lamb stock chive flat leaf parsley ground black pepper extra virgin olive oil kosher salt lamb stew meat onion red potato fresh thyme carrot,irish,irish,True
17496,dijon mustard canola oil red wine vinegar,french,french,True
12931,piloncillo large egg yolks strawberry vanilla beans dark rum chopped fresh mint unsweetened coconut milk large egg whites sweetened coconut flakes mango sugar flour tortillas coarse kosher salt,mexican,mexican,True
1805,suet cooked barley skim milk dried mint flakes bread ground black pepper oatmeal pork blood salt,irish,british,False
5079,whipping cream grated lemon peel ground nutmeg dessert wine sugar fresh raspberries brandy fresh lemon juice,irish,french,False
24290,dark soy sauce sesame oil white vinegar minced garlic corn starch sugar crushed red pepper flakes chicken broth water,chinese,chinese,True
20013,ground black pepper extra virgin olive oil green roasted almonds red grape frisee asparagus salt sherry vinegar shallot serrano ham,italian,spanish,False
14048,black pepper bay leaves chipotles in adobo chicken broth lime juice garlic ground cumin white onion apple cider vinegar dried oregano ground cloves chuck roast salt,mexican,mexican,True
13007,jalapeno chilies chopped cilantro fresh pineapple juice brown sugar fresh lemon juice purple onion mango,mexican,mexican,True
20397,red wine vinegar smoked paprika roasted red peppers salt pecan halves extra virgin olive oil ground red pepper garlic cloves,southern_us,spanish,False
34756,kosher salt hot pepper sauce beef broth fresh basil lime thai chile mung bean sprouts cold water fresh cilantro green onions oyster sauce top round steak fresh ginger root dried rice noodles,vietnamese,thai,False
15129,jack corn tortillas lean ground beef zucchini diced onions enchilada sauce,mexican,mexican,True
35442,sugar whipped topping brewed coffee unsweetened cocoa powder mascarpone cream cheese  soften kahl a cake,italian,italian,True
27814,tamarind pulp green chilies yoghurt mint leaves cumin seed salt,indian,indian,True
13808,boneless pork shoulder garlic canola oil jalapeno chilies ground coriander poblano peppers beef broth ground cumin serrano peppers onion,mexican,mexican,True
11619,Dungeness crabs canned tomatoes smoked paprika stock Tabasco Pepper Sauce green pepper bay leaf fennel bulb salt red bell pepper minced garlic old bay seasoning shrimp onion,cajun_creole,southern_us,False
39691,olive oil red pepper flakes potato cumin seed water yoghurt ground turmeric coriander powder salt,indian,indian,True
13039,tomato salt shrimp mussel black pepper crabmeat saffron clam fish fillets cayenne pepper onion pure olive oil cilantro garlic cloves,brazilian,brazilian,True
19747,water baking powder cooking spray all purpose flour sesame seeds salt green onions canola oil,chinese,korean,False
33000,chile pea medium grain rice ham hock shallot salt scallion water extra virgin olive oil freshly ground pepper bay leaf chopped fresh thyme crabmeat fresh lemon juice,italian,cajun_creole,False
37505,thai basil chicken breasts ground white pepper fish sauce kecap manis garlic palm sugar shallot chile jalapeno chilies oil,thai,thai,True
8500,brown sugar potato corn syrup olive oil red pepper flakes soy sauce sesame oil clove sesame seeds garlic,korean,korean,True
13129,large eggs white cornmeal buttermilk butter sugar all purpose flour,southern_us,southern_us,True
11856,self rising flour salt garlic powder baking powder chicken water large eggs hot sauce ground black pepper vegetable oil,southern_us,southern_us,True
8010,dried thyme butter okra chicken broth bay leaves salt onion black pepper green onions green pepper chicken cayenne diced tomatoes celery,cajun_creole,cajun_creole,True
762,soy sauce garlic toasted sesame oil egg bacon scallion frozen peas sticky rice chile bean paste medium shrimp sake ginger beansprouts,chinese,chinese,True
18504,brown sugar sesame oil rice vinegar lettuce sesame seeds red pepper flakes soy sauce lean ground beef ground ginger green onions garlic,korean,korean,True
11677,bay leaves onion lemon dried thyme crushed red pepper flakes herb medium shrimp,cajun_creole,cajun_creole,True
476,savoy cabbage green onions rice vinegar reduced sodium chicken broth coarse salt soy sauce wonton wrappers toasted sesame oil peeled fresh ginger ground pork,chinese,chinese,True
20587,cooking spray salt lime wedges chicken thighs chicken breast halves mole sauce ground black pepper chicken drumsticks chopped cilantro fresh,mexican,mexican,True
12509,sugar large eggs baking soda buttermilk kosher salt baking powder unsalted butter all purpose flour,southern_us,southern_us,True
8911,white vinegar olive oil onion soy sauce garlic tomato salt and ground black pepper water squid,filipino,filipino,True
29101,egg baking soda apple cider vinegar corn starch kosher salt granulated sugar cream cheese unsweetened cocoa powder food colouring unsalted butter gluten free all purpose flour confectioners sugar pure vanilla extract milk baking powder xanthan gum,southern_us,southern_us,True
30530,Baileys Irish Cream Liqueur vodka vanilla ice cream Godiva Chocolate Liqueur,russian,irish,False
3167,white bread pecorino romano cheese garlic cloves ground black pepper salt pasta basil leaves chopped walnuts fat free milk extra virgin olive oil chopped parsley,italian,italian,True
13084,kasuri methi pepper cilantro leaves cream salt cheese cubes oil,indian,mexican,False
20755,purple onion green bell pepper feta cheese crumbles tomato lemon juice olive oil cucumber,greek,greek,True
10583,mirin chopped onion ground white pepper gluten free soy sauce egg brown rice scallion beansprouts extra firm tofu peanut oil green beans minced garlic ginger carrot toasted sesame oil,chinese,korean,False
279,green bell pepper garlic shredded mozzarella cheese vidalia onion marinara sauce baby carrots pepper salt smoked gouda baby spinach leaves shredded sharp cheddar cheese small red potato,italian,italian,True
19670,minced garlic large shrimp butter broccoli florets angel hair sun dried tomatoes in oil,italian,italian,True
37113,baguette ground nutmeg butter fresh raspberries powdered sugar fat free milk dry white wine strawberry ground cinnamon water fresh blueberries salt blackberry egg substitute granulated sugar vanilla extract corn starch,french,french,True
29844,egg sweetened condensed milk vanilla extract evaporated milk white sugar,spanish,filipino,False
24092,chickpea flour water yoghurt cumin seed ground turmeric garlic paste finely chopped onion salt mustard seeds curry leaves baking soda chili powder oil red chili peppers mint leaves green chilies coriander,indian,indian,True
38438,baking powder all purpose flour vanilla extract butter toasted coconut powdered sugar salt,irish,southern_us,False
10731,ketchup hoisin sauce rice vinegar brown sugar olive oil boneless skinless chicken breasts pepper flakes water green onions corn starch soy sauce fresh ginger sesame oil,chinese,chinese,True
1896,cream of tartar granulated sugar hazelnut vanilla extract large egg whites salt brown sugar semisweet chocolate,french,french,True
13294,egg cinnamon cake flour apricot jam sliced almonds lemon hot water powdered sugar butter salt yeast caster sugar buttermilk cake mix,british,moroccan,False
25964,whole cloves green pepper cabbage whole allspice red pepper cinnamon sticks brown sugar green tomatoes mustard seeds cider vinegar salt onion,british,southern_us,False
23718,coconut sugar lumpia wrappers jackfruit coconut oil plantain water,filipino,filipino,True
5027,kosher salt fennel bulb shallot butter chopped onion panko whole milk clam juice chopped celery fresh parsley black cod fillets unsalted butter bay leaves chopped fresh thyme all purpose flour grated lemon peel oyster leek yukon gold potatoes whipping cream fresh lemon juice,italian,french,False
35425,butter milk freshly ground pepper flour salt,french,southern_us,False
32027,diced onions jalapeno chilies diced tomatoes orange zest minced garlic vegetable oil kielbasa orange slices red wine vinegar orange juice black beans chili powder beef stew meat,brazilian,mexican,False
2159,tomato cayenne pepper cinnamon sticks vegetable oil pork loin chops water cumin seed white sugar fennel seeds salt mustard seeds,indian,indian,True
38462,ground cloves shallot Thai fish sauce ground cumin coriander seeds cinnamon coconut milk lemongrass chile pepper ginger root light brown sugar cardamon garlic cloves ground turmeric,thai,thai,True
30336,sugar corn oil fresh mint fish sauce unsalted butter fresh lemon juice lemongrass shallot grated lemon peel halibut fillets hot chili paste,thai,thai,True
10752,chicken broth sweet onion italian tomatoes broccoli florets sausage links olive oil minced garlic linguine,italian,italian,True
33258,water artichoke black pepper fresh parmesan cheese olive oil salt minced garlic lemon,italian,italian,True
15144,garlic powder cornmeal shucked oysters vegetable oil ground black pepper seasoning salt cajun seasoning,southern_us,southern_us,True
4516,baking powder salt baking soda buttermilk chopped parsley melted butter butter all purpose flour granulated sugar extra virgin olive oil,southern_us,southern_us,True
25335,palm sugar mango sticky rice black sesame seeds coconut cream,thai,thai,True
30957,curry powder ginger green chilies ground turmeric cider vinegar yoghurt salt fresh lemon juice tomato garam masala garlic cumin seed ground cumin water crushed red pepper flakes chickpea onion,indian,indian,True
25497,chinese rice wine green onions chicken stock light soy sauce wonton wrappers sugar pea vegetable oil brown sugar pork loin carrot,chinese,chinese,True
3812,olive oil pickled vegetables dinner rolls cheese slices pimento genoa salami thin deli ham,cajun_creole,cajun_creole,True
25834,soy sauce sugar toasted sesame seeds salmon fillets scallion sake mirin,japanese,japanese,True
5817,chicken broth all purpose flour carrot celery ribs dried basil sauce pepper frozen corn biscuit boneless skinless chicken breasts chopped onion,southern_us,southern_us,True
21483,unsalted butter pecan halves dark brown sugar pure vanilla extract granulated sugar evaporated milk,cajun_creole,southern_us,False
4878,honey plain yogurt instant yeast warm water olive oil kosher salt all purpose flour,indian,greek,False
18920,cotija large eggs salt chicharron refried beans lime wedges yellow onion avocado pepper jalapeno chilies hot sauce mayonaise unsalted butter cilantro roll,mexican,mexican,True
3869,fresh chives bay leaves diced tomatoes carrot dried parsley fresh spinach ground pepper red pepper flakes poultry seasoning celery chicken chicken broth olive oil green onions salt thyme dried oregano whole allspice zucchini red pepper long grain rice chicken thighs,cajun_creole,greek,False
6710,seedless green grape chile pepper kosher salt pear white onion fresh lime juice avocado pomegranate seeds,mexican,mexican,True
36103,semisweet chocolate sweetened condensed milk kahl a salt ground cinnamon large eggs evaporated milk cream cheese,mexican,mexican,True
33785,chicken broth hot pepper sauce Mexican oregano salt sour cream black pepper egg whites stewed tomatoes shredded mozzarella cheese shredded Monterey Jack cheese ground cinnamon poblano peppers vegetable oil all purpose flour onion white vinegar shredded cheddar cheese egg yolks garlic oil ground cumin,mexican,mexican,True
33594,brown sugar olive oil garlic cloves cashew nuts mussel fresh cilantro salt roasted tomatoes serrano chilies lime beer onion lime juice fish stock coconut milk,brazilian,brazilian,True
15487,kosher salt onion powder ground cumin cheddar cheese beef canola oil lettuce corn sour cream tomato garlic powder low sodium beef broth,mexican,mexican,True
33624,sirloin homemade beef stock asian fish sauce rice noodles beansprouts chile pepper scallion chile sauce cilantro leaves onion,vietnamese,vietnamese,True
4677,green cardamom pods tumeric garlic powder buttermilk garlic tomato paste plain yogurt chili powder ginger chicken ground fennel black pepper garam masala paprika coconut milk curry leaves kosher salt butter thai chile ground cumin,indian,indian,True
8608,kosher salt ground black pepper dry red wine thyme sprigs olive oil bay leaves garlic cloves lower sodium beef broth zucchini all purpose flour onion tomato paste boneless chuck roast diced tomatoes carrot,french,italian,False
19996,firmly packed brown sugar ground ginger ground nutmeg grated orange orange juice vegetable oil cooking spray chopped pecans ground cinnamon sweet potatoes,southern_us,southern_us,True
11308,cooked chicken all purpose flour canola oil sweet onion buttermilk freshly ground pepper sugar butter chopped fresh sage large eggs chopped celery white cornmeal,southern_us,southern_us,True
23397,vindaloo paste black pepper fresh mint chicken legs salt plain yogurt chopped cilantro fresh,indian,indian,True
13913,bacon tomato sauce spaghetti sweet onion sliced mushrooms,italian,italian,True
18712,vanilla beans dried chile apple cider mcintosh apples unsalted butter,french,french,True
31982,boneless skinless chicken breasts garlic shredded cheese tortilla diced tomatoes cayenne pepper chili powder salt cumin green onions cilantro cream cheese,mexican,mexican,True
38838,mild curry powder silver dragees sweetened coconut flakes confectioners sugar egg white cake mix vegetable oil fresh lemon juice coconut extract unsalted butter cream cheese white sugar fresh basil water lemon heavy whipping cream,indian,southern_us,False
905,cr me fra che plum sugar,french,french,True
26971,pancetta barolo fresh thyme carrot tomato paste water salt celery ribs black pepper boneless beef chuck roast onion fresh rosemary olive oil garlic cloves,italian,italian,True
39133,garlic paste vegetable oil diced tomatoes in juice cumin cod fillets cardamom onion tumeric salt chopped cilantro ginger paste jalapeno chilies lemon juice coriander,indian,indian,True
38682,ladyfinger mascarpone large egg yolks unsweetened cocoa powder sugar dark rum large egg whites brewed espresso,italian,italian,True
34876,redfish unsalted butter fresh orange juice fresh herbs brioche butter rice vinegar shrimp fennel fresh tarragon cayenne pepper salad egg yolks salt fresh lemon juice,cajun_creole,french,False
30673,sugar green onions salt hoisin sauce dry sherry peanut oil lower sodium soy sauce sirloin steak rice vinegar chile paste with garlic peeled fresh ginger garlic corn starch,chinese,chinese,True
25638,olive oil dried parsley black pepper grated parmesan cheese fresh spinach large eggs garlic salt bread crumbs ground beef,italian,italian,True
29193,water scallion red kidney beans salt coconut milk garlic thyme butter margarine blend rice,jamaican,jamaican,True
18579,white vinegar diced tomatoes sour cream low fat plain yogurt garlic cloves sliced green onions chicken broth salt fresh parsley pepper cucumber,spanish,greek,False
10397,soy sauce red pepper flakes toasted sesame seeds pork loin yellow onion sugar green onions garlic cloves black pepper red pepper,korean,korean,True
19347,garlic powder provolone cheese chili powder,mexican,italian,False
12228,chili oil oyster sauce fresh basil leaves black pepper salt chilli garlic fillet caster sugar fresh mushrooms onion,thai,chinese,False
22354,chopped walnuts light mayonnaise carrot garlic,russian,french,False
32418,tumeric salt cumin garam masala ghee moong dal garlic cloves green chile shallot basmati rice,indian,indian,True
19771,water all purpose unbleached flour large eggs salt,italian,italian,True
5866,fresh rosemary cooking spray tzatziki ground turkey breast fresh oregano pita salt garlic cloves feta cheese grated lemon zest ground lamb,greek,greek,True
6892,olive oil dry white wine fresh lemon juice chicken stock lean bacon salt pea shoots parmigiano reggiano cheese freshly ground pepper arborio rice unsalted butter pea onion,italian,italian,True
31170,kosher salt avocado chopped cilantro fresh fresh lime juice,mexican,mexican,True
31159,granulated sugar confectioners sugar large eggs pure vanilla extract ricotta cheese orange heavy cream,italian,italian,True
38070,spinach leaves cannellini beans salt onion dried basil diced tomatoes fat skimmed chicken broth pepper shell pasta white beans italian sausage grated parmesan cheese garlic carrot,italian,italian,True
